term,category,found,first_occurrence_only
the inter-centroid spacing should be smaller than the minimum distance between key locations. The grid resolution was set to 170 meters north-south and 191 meters east-west to balance detail and computational complexity.,other,FALSE,FALSE
"169.993
- Odds ratios (OR) and p-values for predictor variables
- Use of Poisson model implementation equivalent to conditional logit model
- Generalized variance inflation factors (GVIFs) to assess multicollinearity",statistical,FALSE,FALSE
The authors considered using micro-places like face blocks or street segments as alternative spatial units but rejected them due to complex estimation problems and spillover effects. They also compared their chosen unit,other,FALSE,FALSE
Smaller spatial units of analysis were considered but not used due to computational and theoretical challenges such as large datasets and spatial spillover. Previous studies using similar or larger areas were referenced,other,FALSE,FALSE
"1. Log_distance
2. Prior_offending_locations
3. Churches
4. Educational_institutions
5. Marriage_halls
6. Personal_care_businesses
7. Parks
8. Restaurants
9. Business_offices
10. Ward_area
11. Ward_population",statistical,FALSE,FALSE
"Limited to arrested offenders due to unavailability of addresses for non-arrested offenders.
- Use of a single randomly selected robber for robberies involving multiple offenders.
- Data derived from various sources",other,FALSE,FALSE
and addresses. These units were considered because they are smaller and can provide more detailed insights into crime patterns. The authors chose postal code areas due to their small size and lack of physical barriers,other,FALSE,FALSE
"confirming that alternative selections produced the same pattern of results.
- A sensitivity test was performed by excluding prolific residential burglars (those who committed more than 10 offenses) from the analysis",other,FALSE,FALSE
No alternative units discussed. The paper mentions considering different grid resolutions based on the nature of features used but does not specify other alternative units or scales that were considered but not used.,other,FALSE,FALSE
and the choice of grid size and inter-centroid spacing suggests a balance between detail and computational feasibility. No explicit computational constraints like memory limitations or processing time are mentioned.,other,FALSE,FALSE
The authors chose to aggregate spatial alternatives into 2517 regular grids due to the practical difficulty of representing every individual house in a city like Richmond. They also used block groups as sub-regions,other,FALSE,FALSE
"Exclusion of crimes committed by offenders living outside the study area due to the need to enumerate all possible choices within the study region.
- Use of Lower Super Output Areas (LSOAs) as the unit of analysis",other,FALSE,FALSE
as well as adopting a unit of analysis that includes tangible characteristics of the ongoing situation. These alternatives were suggested for future research due to the limitations found with using street segments.,other,FALSE,FALSE
"Distance from home: 5.32 times more likely for each log-kilometer closer
- Small businesses:
  - Barber shops and beauty salons: 1.18
  - Liquor stores: 1.38
- Illegal market activities: Significantly positive",statistical,FALSE,FALSE
"Proximity to home neighbourhood: 1.49 (multiplicative effect on probability)
- Physical accessibility: significant effect (no specific value provided)
- Proximity: significant effect (no specific value provided)",statistical,FALSE,FALSE
which is relevant for studying crime location choices. They justify this choice by noting that SA2s are comparable to units used in other similar studies. The selection was based on balancing theoretical relevance,other,FALSE,FALSE
and individual properties. These were considered in the context of their ecological validity and comparability to neighborhoods. The authors chose NZ Census Statistical Area 2 (SA2) as their final unit of analysis,other,FALSE,FALSE
The authors discuss the Modifiable Areal Unit Problem (MAUP) by acknowledging the complexity of selecting a spatial scale for burglary analysis. They note that crime rates can vary significantly across small areas,other,FALSE,FALSE
"Future research should consider a multiple-scale analysis by aggregating data to different sizes and shapes beyond ward boundaries.
- There is a need for a systematic analysis of how findings depend on the shapes",other,FALSE,FALSE
it does not explicitly address the Modifiable Areal Unit Problem (MAUP) or ecological fallacy. The choice of spatial units and aggregation methods implies some consideration of scale effects and aggregation bias,other,FALSE,FALSE
"to increase generalizability.
- Gather more comprehensive information on individual activity spaces to better explain crime location choices.
- Develop methods to capture additional aspects of awareness spaces",other,FALSE,FALSE
"1. Built_surface_area
2. Presence_of_garage
3. Central_heating_and/or_air-conditioning_system
4. Distance_from_offender's_home
5. Construction_type
6. Number_of_floors
7. Presence_of_rooftop_living_floor",statistical,FALSE,FALSE
and follow physical features like roads and rivers. This choice was practical due to the absence of sociodemographic variables in the analysis. Although smaller units like street blocks are theoretically ideal,other,FALSE,FALSE
No computational constraints mentioned. The paper discusses the choice of spatial unit in terms of urbanization and geographic coverage but does not explicitly mention computational limitations or constraints.,other,FALSE,FALSE
The authors suggest that future studies could consider expanding the spatial unit of analysis to include areas beyond city boundaries to capture burglaries committed by residents outside the city. Additionally,other,FALSE,FALSE
"Difficulty in accessing official police data in China.
- Exclusion of robberies due to robbers living outside the study area or having unknown residences.
- Study only includes data from arrested robbers",other,FALSE,FALSE
A six-digit postal code area was considered as an alternative unit of analysis. This unit is roughly the size of a football field and contains 18 residential properties and 40 residents on average. However,other,FALSE,FALSE
