Title,Variable,Source_Column,Study_Index
Spatial analysis with preference specification of latent decision makers for criminal event prediction,FAM.DENSITY | Density,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,P.CARE.PH | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,D.HOSPITAL | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,D.HIGHWAY | Distance,DISTANCE & ACCESSIBILITY VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,D.HOSPITAL | Distance,DISTANCE & ACCESSIBILITY VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,Time | Number,TEMPORAL & CONTROL VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,Location | Number,TEMPORAL & CONTROL VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,Census Data | Number,TEMPORAL & CONTROL VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,Distance Values | Distance,TEMPORAL & CONTROL VARIABLES,40
Spatial analysis with preference specification of latent decision makers for criminal event prediction,DST were removed due to uniform distribution. | Number,DATA PREPARATION & PROCESSING,40
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Population Churn Rates | Rate,DEMOGRAPHIC & SOCIAL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Ethnic Heterogeneity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Number of Schools | Number,DEMOGRAPHIC & SOCIAL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Age Distribution | Number,DEMOGRAPHIC & SOCIAL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Propinquity | Distance,DEMOGRAPHIC & SOCIAL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Social Disorganization | Number,DEMOGRAPHIC & SOCIAL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Index of Multiple Deprivation (IMD) | Index,ECONOMIC VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Routine Activity Nodes | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Transport Hubs | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Retail Centers | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,River Thames | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Home-to-crime distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Distance to city center | Distance,DISTANCE & ACCESSIBILITY VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Presence of underground station | Binary,DISTANCE & ACCESSIBILITY VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Thames River barrier | Binary,DISTANCE & ACCESSIBILITY VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Propinquity | Distance,DISTANCE & ACCESSIBILITY VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Contagion measure | Number,DISTANCE & ACCESSIBILITY VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Prior Offenses | Number,TEMPORAL & CONTROL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Propinquity | Distance,TEMPORAL & CONTROL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Contagion | Number,TEMPORAL & CONTROL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Discrete Choice Approach | Number,TEMPORAL & CONTROL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Population Churn Rates | Rate,TEMPORAL & CONTROL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Ethnic Heterogeneity | Index,TEMPORAL & CONTROL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Deprivation | Index,TEMPORAL & CONTROL VARIABLES,41
TARGET CHOICE DURING EXTREME EVENTS: A DISCRETE SPATIAL CHOICE MODEL OF THE 2011 LONDON RIOTS *,Population Density | Number,TEMPORAL & CONTROL VARIABLES,41
Target Selection Models with Preference Variation Between Offenders,Residential mobility | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Social cohesion | Number,DEMOGRAPHIC & SOCIAL VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Ethnicity/race | Number,DEMOGRAPHIC & SOCIAL VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Collective efficacy | Number,DEMOGRAPHIC & SOCIAL VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Mean housing repayment | Number,ECONOMIC VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Number of households | Number,ECONOMIC VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Target Vulnerability | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,City Center Proximity | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Proximity to city center | Distance,DISTANCE & ACCESSIBILITY VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Proximity | Distance,DISTANCE & ACCESSIBILITY VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,Distance to crime | Distance,DISTANCE & ACCESSIBILITY VARIABLES,42
Target Selection Models with Preference Variation Between Offenders,"028, Root likelihood for mixed logit = 0.151 | Number",MODEL FIT & PERFORMANCE METRICS,42
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Population density | Number,DEMOGRAPHIC & SOCIAL VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Household size/composition | Number,DEMOGRAPHIC & SOCIAL VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Population turnover | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Socioeconomic Heterogeneity | Index,ECONOMIC VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Schools | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,City Centers | Distance,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Major Roads | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Train Stations | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Home-to-crime distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Distance to city center | Distance,DISTANCE & ACCESSIBILITY VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Connectivity via major roads | Binary,DISTANCE & ACCESSIBILITY VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Adjacency | Binary,DISTANCE & ACCESSIBILITY VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Robust Standard Errors | Number,TEMPORAL & CONTROL VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Unit of Analysis | Number,TEMPORAL & CONTROL VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Random Utility Model | Number,TEMPORAL & CONTROL VARIABLES,43
Testing Ecological Theories of Offender Spatial Decision Making Using a Discrete Choice Model,Interaction Terms | Number,TEMPORAL & CONTROL VARIABLES,43
The Importance of Importance Sampling,Number of households in the SA2 | Number,ECONOMIC VARIABLES,44
The Importance of Importance Sampling,Number of business units in any industry | Number,ECONOMIC VARIABLES,44
The Importance of Importance Sampling,Number of business units for industries targeted in commercial robbery | Number,ECONOMIC VARIABLES,44
The Importance of Importance Sampling,Number of commercial or public business units | Number,ECONOMIC VARIABLES,44
The Importance of Importance Sampling,Number of households in SA2 | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,44
The Importance of Importance Sampling,Number of business units in any industry | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,44
The Importance of Importance Sampling,Number of business units for targeted industries | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,44
The Importance of Importance Sampling,Number of commercial or public business units | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,44
The Importance of Importance Sampling,Presence of activity nodes in SA2 | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,44
The Importance of Importance Sampling,Day-of-week effects | Binary,TEMPORAL & CONTROL VARIABLES,44
The Importance of Importance Sampling,Time-of-day effects | Binary,TEMPORAL & CONTROL VARIABLES,44
The Importance of Importance Sampling,Year dummies | Binary,TEMPORAL & CONTROL VARIABLES,44
The Importance of Importance Sampling,Opportunity measures | Number,TEMPORAL & CONTROL VARIABLES,44
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Gender | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Age | Number,DEMOGRAPHIC & SOCIAL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Residential Population Density | Distance,DEMOGRAPHIC & SOCIAL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Employee Density | Distance,DEMOGRAPHIC & SOCIAL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Median Residential Population | Number,DEMOGRAPHIC & SOCIAL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Residential Population Density | Distance,ECONOMIC VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Employee Density | Distance,ECONOMIC VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Residential population density | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Employee density | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Dominant land use function | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Crime attractors | Binary,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Visiting frequency | Rate,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Proximity to Residential Area | Binary,DISTANCE & ACCESSIBILITY VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Proximity to Activity Nodes | Binary,DISTANCE & ACCESSIBILITY VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Neighbourhood Boundaries | Number,DISTANCE & ACCESSIBILITY VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Time of Offense | Number,TEMPORAL & CONTROL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Spatial Lag | Binary,TEMPORAL & CONTROL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Residential Population Density | Distance,TEMPORAL & CONTROL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,Employee Density | Distance,TEMPORAL & CONTROL VARIABLES,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,"304, Model 2 = 0.479, Model 3 = 0.490 | Number",MODEL FIT & PERFORMANCE METRICS,45
THE INFLUENCE OF ACTIVITY SPACE AND VISITING FREQUENCY ON CRIME LOCATION CHOICE: FINDINGS FROM AN ONLINE SELF-REPORT SURVEY,"6; OR for very frequently visited nodes = 7,845.3. | Number",MAJOR FINDINGS & RESULTS,45
The usefulness of past crime data as an attractiveness index for residential burglars,Proportion of foreigners | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Proportion of newcomers | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Number of residential units | Number,DEMOGRAPHIC & SOCIAL VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Proportion of single-family dwellings | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Real Estate Value of Residences | Index,ECONOMIC VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Number of Residential Units | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Proportion of Single-Family Dwellings | Percentage,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Crime Attractors | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Road Structure | Rate,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Distance from offender's residence | Distance,DISTANCE & ACCESSIBILITY VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Distance from city center | Distance,DISTANCE & ACCESSIBILITY VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Number of past residential burglaries | Number,TEMPORAL & CONTROL VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,Past residential burglary rate | Rate,TEMPORAL & CONTROL VARIABLES,46
The usefulness of past crime data as an attractiveness index for residential burglars,"70), number of residential units (1.05), proportion of single-family dwellings (1.06), number of past residential burglaries (1.16), past residential burglary rate (1.79). | Percentage",MAJOR FINDINGS & RESULTS,46
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Racial/Ethnic Heterogeneity | Index,DEMOGRAPHIC & SOCIAL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Percent Occupied Housing Units | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Percent Black Residents | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Percent Latino Residents | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Residential Stability | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Concentrated Disadvantage | Percentage,ECONOMIC VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Residential Stability | Percentage,ECONOMIC VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Percent Occupied Housing Units | Percentage,ECONOMIC VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Gini Coefficient | Index,ECONOMIC VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Activity spaces | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Structural elements | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Socially organized areas | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Routine activities | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Hangouts and loitering hotspots | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Euclidean Distance | Distance,DISTANCE & ACCESSIBILITY VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Average Distance Traveled | Distance,DISTANCE & ACCESSIBILITY VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Distance Squared | Distance,DISTANCE & ACCESSIBILITY VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Concentrated Disadvantage | Rate,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Residential Stability | Index,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Racial/Ethnic Heterogeneity | Index,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Percent Occupied Housing Units | Percentage,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Gini Coefficient | Index,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Racial Composition | Percentage,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Discrete Choice Modeling Framework | Number,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,Seemingly Unrelated Estimation | Number,TEMPORAL & CONTROL VARIABLES,47
Traveling Alone or Together? Neighborhood Context on Individual and Group Juvenile and Adult Burglary Decisions,25. | Number,MAJOR FINDINGS & RESULTS,47
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Gender | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Age | Number,DEMOGRAPHIC & SOCIAL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Marital Status | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Birthplace | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Education Level | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Population Size | Number,DEMOGRAPHIC & SOCIAL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Population Distribution | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Potential Customer Density | Distance,ECONOMIC VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Presence of Retail and Entertainment Businesses | Number,ECONOMIC VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Accessibility | Distance,ECONOMIC VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Activity Level | Number,ECONOMIC VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Presence of retail and entertainment businesses | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,General activity level | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,"Bars, clubs, coffeeshops, and smartshops | Number",ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,CCTV cameras | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Territoriality | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Physical disorder | Number,ENVIRONMENTAL & CRIME ATTRACTOR VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Accessibility of the location | Distance,DISTANCE & ACCESSIBILITY VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,General activity level of the location | Number,DISTANCE & ACCESSIBILITY VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Average length of street segments | Distance,DISTANCE & ACCESSIBILITY VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Time of Day | Number,TEMPORAL & CONTROL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Day of Week | Number,TEMPORAL & CONTROL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Social Control | Number,TEMPORAL & CONTROL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Territoriality | Number,TEMPORAL & CONTROL VARIABLES,48
Where Do Dealers Solicit Customers and Sell Them Drugs? A Micro-Level Multiple Method Study,Social Disorder | Number,TEMPORAL & CONTROL VARIABLES,48
WHERE OFFENDERS CHOOSE TO ATTACK: A DISCRETE CHOICE MODEL OF ROBBERIES IN CHICAGO*,Population size | Number,DEMOGRAPHIC & SOCIAL VARIABLES,49
WHERE OFFENDERS CHOOSE TO ATTACK: A DISCRETE CHOICE MODEL OF ROBBERIES IN CHICAGO*,Racial and ethnic composition | Percentage,DEMOGRAPHIC & SOCIAL VARIABLES,49
WHERE OFFENDERS CHOOSE TO ATTACK: A DISCRETE CHOICE MODEL OF ROBBERIES IN CHICAGO*,Collective efficacy | Index,DEMOGRAPHIC & SOCIAL VARIABLES,49
WHERE OFFENDERS CHOOSE TO ATTACK: A DISCRETE CHOICE MODEL OF ROBBERIES IN CHICAGO*,Age of offenders | Number,DEMOGRAPHIC & SOCIAL VARIABLES,49
WHERE OFFENDERS CHOOSE TO ATTACK: A DISCRETE CHOICE MODEL OF ROBBERIES IN CHICAGO*,Sex of offenders | Number,DEMOGRAPHIC & SOCIAL VARIABLES,49
